"","County","Year","DI.Avg.","Yield","Soil..WA.","RF.May.","RF.June.","RF.July.","RF.Aug.","RF.Sep.","TMax.May.","TMin..May.","TMax.June.","TMin.June.","TMax.July.","TMin.July.","TMax.Aug.","TMin.Aug.","TMax.Sep.","TMin.Sep."
"154","Chickasaw",2000,4.73,"Low",77.1,1323,2067,912,1464,472,219.7097,103.2580645,248.4667,131.4667,269.8065,166.3226,264.6774,164.4194,237.2,106.3333
"155","Chickasaw",2001,0.62,"Low",77.1,1591,598,787,770,612,213.9355,104.8387097,266.4667,143.8,289.5484,174.3548,277.6071,167.2857,242,104.58620345
"156","Chickasaw",2002,4.11,"High",77.1,586,1657,797,1192,64,201.2581,67.87096774,272.3,157,296.0323,181.4839,263.4839,163.2258,243.4828,112.5172
"157","Chickasaw",2003,0.13,"Low",77.1,1398,1347,944,254.5,714.5,195.5806,80.51612903,253.2,131.4333,274.7419,160.7419,292.6774,165.6129,229.2667,86.63333
"158","Chickasaw",2004,10.99,"High",77.1,2586,1161.5,2273.5,794,843,206.5161,90.03225806,243.9333,130.7667,257.4194,154.871,238.7097,131.0645,247.3667,117
"159","Clarke",1995,7.39,"Very Low",44.8,2257,1486,878,361,705,192.9032258,95.48387,263.3,163.5333333,297.3225806,185.0967742,311.7096774,201.6774194,233.4,104.4666667
"160","Clarke",1996,5.05,"Very Low",44.8,2949,1019,632,1151,1023,192.0967742,107.6129,268.5,162.8333333,294.9677419,168.9032258,274.9032258,172.3870968,214.1333333,110.3
"161","Clarke",1997,0.04,"Very Low",44.8,800,612,707,905,743,205.0322581,45.35484,282.9285714,144.6785714,308.5806452,173.9032258,286.1935484,169.7419355,246.3333333,123.5666667
"162","Clarke",1998,6.74,"Very Low",44.8,1226,1534,1150,1404,425,240.8709677,119,253.5666667,139.4666667,313.1290323,199.8709677,311.5806452,173.3225806,301.8275862,121.2068966
"163","Clarke",1999,5.19,"Very Low",44.8,1403,947,1206,1488,744,225.0967742,103.129,272.9666667,163.7333333,328.6774194,207.0967742,281.3870968,171.9354839,244.2333333,105.6
"164","Clarke",2000,-2.28,"Low",44.8,221,2131,932,686,892,244.6129032,102.5161,266.3,145.3666667,284.0322581,178.4516129,295.4516129,183.8387097,263,119.7666667
"165","Clarke",2001,6.07,"Low",44.8,1856,1524,887,643,1930,217.1666667,108.2333,256.0344828,146.5862069,300.4516129,190.8709677,300,165.1666667,233,98.86666667
"166","Clarke",2002,-2.54,"Low",44.8,1156,285,1089,812,310,205.6774194,74.35484,291.9333333,166.2666667,316.5806452,190.2580645,289.4193548,163.0645161,272.0333333,110.5666667
"167","Clarke",2003,-4.13,"Very Low",44.8,1197,1725,793,222,1071,218.1290323,82.3871,259.8,134.7333333,303.4193548,170.6129032,325.7096774,174.2580645,245.8965517,79.62068966
"168","Clarke",2004,5.66,"High",44.8,1731,709,733,2373,427,228.1612903,103.9032,256.7241379,130.4482759,276.9032258,159.1290323,261.1290323,133.2903226,268.9310345,109.5862069
"169","Clay",1995,9.41,"Low",81.7,1359,669,700,1576,772,187.3548,72.83871,264.5333,152.4,298.8065,167.3226,300.7097,185.0645,213.6333,85.5
"170","Clay",1996,6.39,"Low",81.7,957,966,796,1377,651,178.7742,78.25806,268.5333,149.4333,274.0645,145.5161,268.1613,145,214.0667,93.46667
"171","Clay",1997,5.82,"Low",81.7,909,747,530,576,706,180.7581,45.69355,281.5833,140.4167,283.0806,166.9194,267.7581,140.2419,243.4068,100.3051
"172","Clay",1998,0.8,"High",81.7,931.5,917,487,1309,285.5,243.9677,106.3548,245.3833,127.8167,283.5161,162.0968,270.7903,166.0806,272.1167,110.7833
"173","Clay",2000,-11.21,"High",81.7,1068.5,748.5,935.5,750.5,206,229.0968,92.82258,259.2333,125.4167,276.8033,162.4262,274.8226,154.1452,248.2333,88.56667
"174","Clay",2002,-3.47,"Low",81.7,643.5,820,943,1425,530.5,203.8387,57.45161,287.9322,161.1864,311.5968,182.5968,268.4677,147.129,243.2667,104.4
"175","Clay",2004,0.46,"Very High",81.7,886,346.5,1248.75,395.25,3655.333333,211.2742,86.6129,253.35,121.4167,272.2419,149.8387,253.6613,117.9355,260.45,123.15
"176","Clayton",1995,0.35,"Very Low",45.7,1431.5,492,626,1092.5,347.5,201.0323,82.64516,272.4,155.0167,291.6774,173.0484,296.2258,202.871,216.2143,97.94643
"177","Clayton",1996,0.07,"Low",45.7,1163.5,1456.5,341.5,561,578,184.2903,81.25806,258.5,152.35,270.129,151.871,280.4839,156.2742,226.8333,104.2167
"178","Clayton",1998,8.22,"High",45.7,1075,2010.5,524.5,2151.5,718.5,252.1613,120.8226,253.2667,144.1333,290.5,168.2581,279.8548,175.7419,266.4833,129.8
"179","Clayton",1999,12,"High",45.7,1872.5,878,2013.5,853.5,345,218.9667,104.15,262.8667,149.4,311.6613,194.6774,263.1129,155.6935,236.6,91.33333
"180","Clayton",2000,4.73,"Low",45.7,1162.5,1694.5,768,845.5,643.5,227.7258,103.9677,258.2909,140.9636,274.7451,166.6863,278.4677,168.7419,245.1333,116.7333
"181","Clayton",2001,0.62,"High",45.7,1844.5,1352,603.5,1099.5,1457,218.8387,103.7258,257.2333,134.25,298.2258,176.3387,282.2951,166.4262,224.1273,90.29091
"182","Clayton",2002,4.11,"High",45.7,956.3333333,1773.666667,937,1062.666667,655.6666667,198.9032,67.8871,279.661,154.3051,304.8333,190.6833,275.2712,154.0508,231.3167,97.68333
"183","Clayton",2003,0.13,"High",45.7,1489.666667,1093.333333,1160.333333,174,673,207.8833,76.6,262.1695,127.6271,288.3,168.6333,307.6721,168.623,240.2931,98.7931
"184","Clayton",2004,10.99,"High",45.7,2229.666667,1295,1151.333333,884.3333333,58,224.0678,94,257.8814,139.4407,274.4643,162.8214,253.4167,134.4833,265.5833,114.7
"185","Clinton",1995,0.38,"Low",63.2,1914.5,507.5,1265,1404,419.5,209.6774194,97.67742,286.7333333,171.5,306.8064516,187.2903226,312.6129032,214.2903226,229.3333333,105.8
"186","Clinton",1996,2.64,"Low",63.2,2923,1181,1126,656,436.5,196.8709677,98.70968,268.9333333,165.4333333,278.7741935,164.8064516,282.1290323,166.5806452,231.1333333,113.1
"187","Clinton",1997,-0.99,"Low",63.2,1356.5,942.5,215,1373.5,682.5,202.0967742,71.29032,278.8,157.7333333,293.2258065,180.1935484,266.6774194,159.9032258,241.6,130.6
"188","Clinton",1998,4.65,"High",63.2,560,1807.5,564.5,1435,1303,257.5483871,131.2258,259.7666667,157.3333333,292.2903226,178,283.4193548,180.8064516,266,143.1333333
"189","Clinton",1999,6.38,"High",63.2,910,1133,1318,551,725.5,237.0967742,117.3871,272.5,162.8333333,313.7741935,200.3225806,272.0645161,161.0645161,247.8333333,99.8
"190","Clinton",2000,4.4,"Low",63.2,1137.5,2004,715.5,750,1232,239.7419355,120.2258,261.6666667,151.9,276.5806452,173.8387097,280.7419355,179.0322581,249.1333333,129.2333333
"191","Clinton",2001,1.58,"High",63.2,1834.5,596.5,720.5,894.5,1334.5,226.2580645,120.5806,263.3333333,149.2,299.6451613,187.4193548,284.9677419,175.6774194,230.7666667,114.6666667
"192","Clinton",2002,4.75,"High",63.2,1003,1282.5,1058,970,213.5,212,85.03226,283.9,165.8666667,308.483871,194.9677419,279.1935484,175.0967742,264.0333333,133.2
"193","Clinton",2003,-1.83,"High",63.2,629.5,718.5,1200,339.5,925.5,216.0322581,90.74194,262,142.0333333,290.0322581,176.0322581,293.0322581,181.1612903,237,110.9
"194","Crawford",1995,1.46,"Very Low",67.9,1163,784,241,459,1079,189.8387,82.87096774,262.1,155.9333,300.0323,177,307.3871,199.3226,229.0667,100.9
"195","Crawford",1996,8.22,"Low",67.9,1675,2166,1785,1307,574,174.2258,91.38709677,264.5,157.8333,261.7742,162.3548,257.5161,162.5484,210.5667,105.5667
"196","Crawford",1997,1.7,"Low",67.9,572,1053,727,365,782,178.8387,57.22580645,278.8333,151.6667,302.3548,187.1613,285.9677,163.0323,246.4333,119.1333
"197","Crawford",1998,9.47,"Low",67.9,1350,2291,986,1311,318,236.871,122,239.9667,139.4,287.1613,186.7419,276.0645,182.4516,272.8333,137.3333
"198","Crawford",1999,9.34,"Low",67.9,728,1402,1456,818,254,207.6774,100.8387097,247.8,148.8,298.7742,194.9355,265.5806,155.9677,235.5667,93.26667
"199","Crawford",2000,-8.18,"Low",67.9,453,909,728,298,226,241.129,107.0322581,267.3667,140.2,278.0968,175.871,291,178,266,105.5667
"200","Crawford",2001,0.9,"Low",67.9,2297,1489,362,840,668,214.9032,104.2258065,260.7333,145.9333,293.5484,193.7419,287.8387,169.7419,225.5667,109.4667
"201","Crawford",2002,-0.38,"High",67.9,1002,987,720,1411,910,202.3871,71.25806452,286.5333,171.6333,309.871,189.5806,275.7097,161.871,246.8667,118.3333
"202","Crawford",2003,1.87,"High",67.9,1364,834,1201,144,541,198.4839,87.32258065,253.7,141.3,286.2258,171.5161,302.7097,172.8387,233.3,91.3
"203","Crawford",2004,5.13,"High",67.9,1149,703,637,687,706,215.2258,97.5483871,254.4333,137.0333,271.9032,160.3226,259,133.9355,267.1,133.9
"204","Dallas",1995,3.85,"Low",76.9,1279,1249,1021,1001,649,191.4194,78.87096774,264.7667,156.1333,294.6129,173.2903,305.2258,191.5484,226.2333,85
"205","Dallas",1996,2.99,"Low",76.9,1888,1056,1243,891,699,183.1613,87.16129032,263.3333,155.5,275.9355,156.7419,267.4194,156.4194,220,92.06667
"206","Dallas",1997,0.61,"Low",76.9,808,964,330,279,917,188.5161,54.87096774,287.6,152.6333,300,175.7742,272.8065,151.0323,251.4333,110.5333
"207","Dallas",1998,9.2,"Low",76.9,826,2487,1420,1851,220,248.0645,126,247.8,141.3667,289.5806,180.1613,280.9355,182.8065,275.5667,134.2667
"208","Dallas",1999,7.29,"High",76.9,1208,2290,809,1669,420,210.8387,103.6451613,258.6,155.9,308.6129,199.6774,271.0968,151.6452,235.0333,82.56667
"209","Dallas",2000,-1.3,"Low",76.9,693,1325,1245,279,217,243.3667,104.2333333,263.7241,140.2414,279.0645,176.0323,287.4194,173.0645,268.0667,103.9667
"210","Dallas",2001,-1.83,"Low",76.9,1475,803,198,730,1615,215.4516,106.8064516,261.2333,146.7,302.3226,187.871,295.9677,167.0645,227.3667,101.5333
"211","Dallas",2003,1.51,"Low",76.9,1610,1385,864,148,679,205.9355,86.5483871,256,140.9667,289.4516,170.8387,305.3548,169.3548,237.5667,86.16667
"212","Dallas",2004,5.98,"Very High",76.9,1384.5,946,532,1207,300,219.7097,101.9354839,250.8333,138.9,270.5161,160.5806,252.7742,134.3871,266.8,121.5
"213","Davis",1995,6.9,"Very Low",45,2570,1235,1212,1508,660,201.4193548,103.5483871,268.7333333,170,302.2580645,193.5483871,316.4193548,205.7419355,233.8333333,113.5666667
"214","Davis",1996,2.27,"Low",45,2767,908,749,1091,958,212.7096774,109.0967742,275.5333333,162.7666667,291.3225806,173.5806452,283.1935484,170.516129,234.4333333,114.7
"215","Davis",1997,2.36,"Low",45,1157,818,1108,1193,742,208.0322581,79,275.1,157.9333333,295.1935484,177.9354839,274.8709677,170.4193548,250.8333333,128.5333333
"216","Davis",1998,9.61,"Low",45,1124,1268,455,1886,1241,243.9354839,135.0967742,259.2666667,159.2333333,296.6451613,191.7096774,295.483871,187.7096774,271.6333333,146.5666667
"217","Davis",1999,4.36,"Very Low",45,1283,821,278,635,981,217.2258065,107.6129032,268.1666667,159.1666667,323.8387097,202.3548387,287.6774194,162.4516129,250.7666667,99.8
"218","Davis",2000,2.46,"Low",45,592,2205,1186,603,866,241.6129032,113.0322581,261.8666667,147.6,281.9032258,181.3870968,295.4193548,186.7096774,264.9666667,122.0666667
"219","Davis",2001,8.38,"Low",45,2443,1516,942,1494,1108,217.5806452,115.6774194,254.8,152.1,303.516129,189.9354839,292.7096774,174.2580645,227.8333333,111.7333333
"220","Davis",2002,4.82,"High",45,1538,613,1510,739,329,203.4193548,83,288.4333333,169.8,308.6129032,199.0967742,288.483871,169.2903226,271.6666667,127.4
"221","Decatur",1995,7.39,"Very Low",40.6,2722.5,1207.5,1380,651,821,186.2258065,85.88709677,263.6333333,156.25,302.8387097,176.7903226,311.8709677,194.3225806,227.95,94.63333333
"222","Decatur",1996,5.05,"Low",40.6,3082,1433,748.5,1112.5,925,196.8064516,102.2580645,265.7666667,147.3,282.8548387,161.516129,276.2258065,162.7419355,223.55,99.7
"223","Decatur",1998,6.74,"Very Low",40.6,995.6666667,1364.333333,610.6666667,674.3333333,522.3333333,241.655914,132.483871,256.7888889,150.8333333,292.6451613,191.0322581,295.6344086,181.1612903,276.2888889,148.3777778
"224","Decatur",1999,5.19,"Very Low",40.6,1338.333333,1309,776,754,796,213.344086,101.7634409,261.0454545,156.5,311.4777778,194.9888889,281.5326087,162.923913,242.8222222,94.18888889
"225","Decatur",2000,-2.28,"Low",40.6,429,1827.333333,831.6666667,834.6666667,802.6666667,245.6129032,108.8602151,264.2,142.6,284.5483871,180.655914,298.1098901,188.8131868,265.3888889,115.3888889
"226","Decatur",2001,6.07,"Very Low",40.6,1779.666667,1711.666667,1301.666667,398.3333333,1069,219.2580645,113.688172,256.7613636,149.2954545,299.7741935,195.9462366,293.9569892,172.9032258,231.3444444,107.7888889
"227","Decatur",2002,-2.54,"Low",40.6,1564.666667,329.3333333,768.6666667,1080.333333,193.6666667,207.3548387,80.55913978,290.2921348,172.1011236,316.0217391,193.1195652,288.3846154,170.9340659,270.4222222,124.4666667
"228","Decatur",2003,-4.13,"Low",40.6,1093.666667,1161.333333,773.6666667,254.3333333,1066.666667,213.4444444,89.7,257.1555556,140.2,306,178.9569892,320.2795699,182.2795699,234.0666667,94.65555556
"229","Decatur",2004,5.66,"High",40.6,1958,1194.333333,1023,2429.666667,334.3333333,232.311828,116.2365591,256.8333333,143.8888889,275.1505376,170.4623656,264.5,155.2380952,260.5,124.5
"230","Delaware",1995,0.35,"Very Low",64.8,947,708,886,422,464,188.9032258,75.45161,269.8,149.2666667,285.5483871,157.3548387,304.1290323,184.5806452,215.3333333,72.36666667
"231","Delaware",1996,0.07,"Low",64.8,1671,1869,604,491,869,172.8387097,71.80645,249.5666667,143.0333333,262.4193548,140.2258065,266.7419355,138.3548387,222,90.73333333
"232","Delaware",1997,4.16,"Low",64.8,1081,1422,593,873,655,181.3548387,54.29032,270.2666667,140.2,273.2258065,165.3870968,257.483871,140.4193548,235.2666667,101.1
"233","Delaware",1998,8.22,"High",64.8,1021,2203,288,2427,752,241.3548387,111.6774,245.9,142.7,285.1935484,154.6774194,275.6774194,166.483871,260.2333333,111.4333333
"234","Delaware",1999,12,"High",64.8,1722,842,2170,1212,351,216.3225806,100.7097,261.4666667,145.6333333,306.3225806,185.7419355,260.9677419,142.9677419,232.0333333,76.1
"235","Delaware",2000,4.73,"Low",64.8,777,2823,921,582,721,226.1612903,97.32258,248.7,134.9666667,268.0967742,161.6451613,271.8064516,156.5806452,244.5333333,103.2666667
"236","Delaware",2001,0.62,"High",64.8,1282,1127,878.75,986,1486,218.1290323,100.9677,247.2666667,132.5333333,290,174.1668569,279.7741935,157.9032258,220.1,89
"237","Delaware",2002,4.11,"Very High",64.8,1253,2273,1415,1965,366,197.3548387,64.6129,271.8333333,154.6333333,297.2258065,181.5483871,272,147.483871,252.8666667,100.6666667
"238","Delaware",2003,0.13,"High",64.8,1516,1542,1896,266,673,199.4516129,68.90323,252.6666667,124.3,272.4516129,155.7741935,294.8064516,152.9032258,229.7,77.26666667
"239","Delaware",2004,10.99,"High",64.8,1809,789,850,1014,40,210.7741935,83.09677,246.8666667,135.2,267.3870968,150.1290323,245.9032258,119.5806452,263.3,96.83333333
"240","Des Moines",1996,2.27,"Low",69,2831.5,747.5,952.5,682,626,206.3709677,108.8548387,274.3,169.3,284.9193548,176.6935484,285.6129032,183.3064516,238.45,124.3
"241","Des Moines",1997,2.36,"Low",69,943,767,1080,1386,625,200.1935484,83.59677419,274.0188679,168.509434,294.9344262,186.2295082,269.4193548,170.3387097,245.95,136.9166667
"242","Des Moines",1998,9.61,"Low",69,729.5,1818,406.5,653.5,1610,253.7258065,149.1612903,270.8275862,174.1724138,304.9193548,205.2096774,306.4677419,199.1774194,285.0666667,168.6
"243","Des Moines",2001,8.38,"Low",69,2631,922,713,660,1268.5,223.9516129,125.3870968,261.5666667,160.5833333,299.6935484,199.5645161,288.5322581,183.0322581,232.75,123.15
"244","Des Moines",2002,4.82,"High",69,1623,1610,1010,1963,256,211.1612903,91.75806452,286.8666667,180.8833333,307.6935484,199.8709677,282.3387097,185.8709677,267.7666667,140.9666667
"245","Des Moines",2004,0.49,"Very High",69,1072,658,952.5,1486,326.5,241.4032258,128.5967742,266.6833333,162.9333333,274.8387097,179.016129,261.3064516,148.4193548,264.7666667,137.0666667
"246","Dickinson",1996,6.39,"Low",81.4,903,789.5,667.5,1029,477,165.7096774,69.69355,260.1666667,145.9166667,263.7580645,147.4516129,257.3064516,149,204.0666667,98.21666667
"247","Dickinson",1997,5.82,"Low",81.4,914,979.5,465.5,314.5,477.5,175.3934426,49.16393,276.1833333,144.9666667,276.7096774,169.1774194,263.8709677,142.7096774,240.6833333,109.2833333
"248","Dickinson",1998,0.8,"High",81.4,671.6667,1043.333,626.6667,1001.667,428.3333,242.6344086,116.043,238.0222222,135.2,277.3225806,172.9139785,267.1827957,173.1075269,263.8,127.7111111
"249","Dickinson",1999,5.17,"High",81.4,813,1579.667,891.3333,169,204.6667,207.7849462,98.37634,250.7666667,145.7777778,296.2903226,186.3870968,269.5268817,150.1075269,229.2666667,92.36666667
"250","Dickinson",2000,-11.21,"High",81.4,1403.667,1211.667,768,657.3333,195.3333,223.2258065,99.95699,247.5888889,131.2666667,274.0543478,164.3043478,270.547619,159.5238095,234.9777778,98.34444444
"251","Dickinson",2002,-3.47,"Low",81.4,667.3333,1152,434.6667,1986.333,620,192.2826087,62.91304,275.6741573,156.4719101,307.4086022,182.9784946,256.8064516,146.2580645,231.8111111,112.5111111
"252","Dickinson",2003,0.99,"High",81.4,1032,1346.333,621,347,423.6667,191.7912088,75.49451,250.7666667,132.0333333,279.9032258,159.0430108,286.9677419,161.6612903,226.3555556,88.57777778
"253","Dickinson",2004,0.46,"Very High",81.4,1524,425,1585,492.3333,3025.333,199.344086,80.98925,241.4222222,124.8888889,263.5698925,156.688172,241.8172043,126.5591398,248.2222222,125.5666667
"254","Dubuque",1995,0.35,"Very Low",49.2,1298,679.3333,957.6667,414.3333,309.3333,195.3655914,91.21505,277.7613636,162.7272727,293.1075269,175.8387097,307.655914,201.2903226,220.8,97.04444444
"255","Dubuque",1997,4.16,"Low",49.2,1018.667,1744,646,923.3333,940.3333,180.4301075,61.31183,271.6777778,150.3666667,275.8695652,170.5326087,253.3478261,150.8804348,231.7888889,119.6888889
"256","Dubuque",1998,8.22,"High",49.2,1035.333,1998.333,397,1479.667,944.3333,241.0322581,117.8495,249.8651685,147.3033708,287.2150538,170.6129032,277.688172,176.4623656,256.5888889,132.3666667
"257","Dubuque",1999,12,"High",49.2,1115.333,1238,1611.333,929.6667,418.3333,217.5434783,105.2174,266.2,154.1222222,303.9569892,192.3870968,260.5698925,156.2903226,229.5333333,95.38888889
"258","Dubuque",2001,0.62,"High",49.2,1434,1102.333,398,928.3333,1941.667,222.7386364,112.0682,256.5393258,142.3146067,299.8172043,175.8924731,281.516129,169.2903226,218.9777778,102.4333333
"259","Dubuque",2002,4.11,"High",49.2,1148.667,2270.667,1473.667,1991.333,860.3333,190.5333333,72.46667,270.3370787,159.8988764,300.0430108,184.3225806,277.5591398,154.6021505,251.3444444,117.9333333
"260","Dubuque",2003,0.13,"High",49.2,1239.333,719,1160,80.33333,1120.333,200.25,79.22826,255.3222222,130.5,279.1827957,166.516129,298.4623656,169.4193548,231.3888889,98.6
"261","Dubuque",2004,10.99,"Very High",49.2,2067.333,1109.333,636.6667,788,188.6667,216.2857143,96.20879,252.4659091,143.7272727,268.3170732,158.0487805,245.8987342,134.9746835,257.1168831,120.961039
"262","Emmet",1995,9.41,"Low",80.2,1533,871,762,1499,539,184.2258,70.25806452,257.0333,147.2,283.3871,162.6774,284.9677,168.3871,211.7,82.93333
"263","Emmet",1996,6.39,"Low",80.2,683,316,711,963,445,166.88,72.76,264.7727,147.5,259.7593,141.7037,256.7258,142.2097,208.75,89.18333
"264","Emmet",1997,5.82,"Low",80.2,808,626,904,491,697,181.2295,46.93442623,282.9833,139.65,275.0164,164.0492,258.6129,137.4677,238.1897,96.93103
"265","Emmet",1998,0.8,"High",80.2,805.5,1060.5,631.5,1440,377.5,246.4032,109.4193548,242.7167,132.4167,277.5,161.9839,266.629,166.8871,265.4833,110.1167
"266","Emmet",1999,5.17,"Low",80.2,1322,2242.5,1235.5,69.5,141,211.6452,96.64516129,253.1017,144.8983,297.75,183.1833,264.4516,143.3871,231.6833,74.83333
"267","Emmet",2000,-11.21,"High",80.2,1340.5,994.5,1382,832,171,229.0484,93.01612903,250.6667,124.2833,268.6452,158.9194,265.6935,150.6613,237.8833,89.9
"268","Emmet",2002,-3.47,"High",80.2,375,787,609.5,1492.5,474.5,198.1613,55.9516129,282.7167,158.8,304.8197,176.5082,259.629,146.0161,241.1833,100.4833
"269","Emmet",2003,0.99,"High",80.2,1041,1257.5,874,395,674.5,194.1613,68.51612903,253.05,125.5833,277.9677,153.5968,279.85,144.65,226.85,74.61667
"270","Emmet",2004,0.46,"Very High",80.2,1444.667,501.6667,1675.333,707.6667,2061.333,202.7419,71.53225806,242.9167,119.3833,261.3226,145.3387,241.1613,115.7903,248.0167,115.6167
"271","Fayette",1995,0.35,"Low",68,838.6667,830.3333,1213.667,1426,480,193.3225806,67.85483871,269.9833333,147.5333333,281.7258065,158.2741935,292.6101695,184.0847458,209.1864407,78.40677966
"272","Fayette",1996,0.07,"Low",68,1123,1773,407.6667,625,781.3333,177.6290323,69.14516129,245.8928571,140.8571429,258.1774194,139.3064516,263.7419355,134.4354839,212.85,93.11666667
"273","Fayette",1997,4.16,"Low",68,1011.333,1460.5,1099.667,1026,981.6667,175.6612903,45.82258065,266.2166667,137.0333333,266.45,156.4,247.1290323,138.3225806,224.8833333,102.35
"274","Fayette",1998,8.22,"High",68,1247.667,2225,331.3333,1924,502,238.2580645,110.3709677,237.7833333,133.3166667,277.6129032,160.4677419,266.6612903,164,251.7666667,112.8
"275","Fayette",1999,12,"High",68,2049.333,1024.667,2784.667,985.6667,349.3333,212.4615385,92.28846154,256.3333333,140.4,295.9677419,180.3870968,253.1774194,143.7258065,223.8,78.16666667
"276","Fayette",2000,4.73,"Low",68,1546.333,1851.667,584,1452,546,222.1451613,93.30645161,246.3833333,130.7666667,266.4677419,159.7903226,264.3387097,157.4516129,234.3666667,96.55
"277","Fayette",2001,0.62,"High",68,1536.667,1171.333,1014.333,1097.333,1531.667,207.1639344,92.72131148,249.9333333,134.2166667,284.8387097,161.1774194,274.5,152.9193548,211.8833333,84.35
"278","Fayette",2002,4.11,"High",68,770.6667,1080.667,918,1396.667,684.6667,197.8387097,54.09677419,270.5333333,146.4,297.1290323,175.5322581,264.8870968,142.0483871,249.3,101.45
"279","Fayette",2003,0.13,"High",68,1376.667,1094.75,1258.25,161.25,516.25,196.3387097,71.5483871,251.9833333,124.05,274.1129032,157.9354839,296.2096774,154.8225806,231.15,84.36666667
"280","Fayette",2004,10.99,"High",68,2552,1389,1816.5,1031.5,285.5,208.5806452,75.87096774,242.9833333,130.3333333,263.440678,148.6101695,243.0491803,124.2131148,257.9333333,103.5666667
"281","Floyd",1995,7.38,"Low",79.5,730.5,1280,973.5,1099.5,599.5,205.1612903,74.35484,274.0333333,150.2,287.1290323,159.7741935,296.0967742,179.4516129,223.3666667,83.66666667
"282","Floyd",1996,0.32,"Low",79.5,1149,1503,450,1214,497.5,185.4516129,74.22581,260,147.7333333,271.516129,145.6129032,267.2903226,137.7096774,214.7333333,102.9333333
"283","Floyd",1997,2.06,"Low",79.5,1146.5,1210,1494,713,625,192.2258065,47.87097,277.1666667,138.9333333,273.1290323,158.2258065,246.0645161,139.1290323,231.9666667,100.3666667
"284","Floyd",1998,4.56,"High",79.5,1242.5,2063.5,289,2205.5,634.5,254.0322581,120.8065,248.8333333,140.0666667,287.0322581,159,274,163.2580645,271.9666667,115.7333333
"285","Floyd",1999,12.28,"High",79.5,1970,1444,4696,1448,409,219.6451613,97.87097,260.0666667,140.1666667,303.1935484,175.483871,264.9354839,140.8387097,233.1666667,77.33333333
"286","Floyd",2000,2.81,"Low",79.5,1132,2562,1270,939,474,231.1290323,88.64516,256.6333333,118.2,278.516129,145.4516129,278,139.9354839,253.5333333,85.23333333
"287","Floyd",2002,-1.54,"High",79.5,727,526,1778,1793,736,205.1935484,81.83871,279.7666667,170.5333333,306.4193548,206.483871,266.9354839,176.9032258,254.9666667,122.7333333
"288","Floyd",2003,0.79,"High",79.5,1332,1230,833,189,324,209.7096774,76.74194,261.7666667,133.3666667,284.0645161,165.7096774,301.3870968,161.2258065,239.1,92.96666667
"289","Floyd",2004,6.5,"High",79.5,2589,735,1962,478,757,218.4516129,98.16129,254.0666667,130.9666667,265.0967742,155.9032258,245.2580645,132.6129032,259.2333333,123.9666667
"290","Franklin",1995,7.38,"Low",80.7,874.5,1091,536,1296.5,883.5,191,77.61290323,265.3667,153.4333,284.9355,162.871,293.5161,180.3226,214.4,78.3
"291","Franklin",1996,0.32,"High",80.7,1115.5,887,711.5,1627.5,478.5,175.8387,76.32258065,257.8333,142.4,270.129,149.1613,260.4194,143.3548,213,91.36667
"292","Franklin",1997,2.06,"Low",80.7,896.5,1842.5,854.5,206,641.5,175.6452,46.29032258,279.4,139.5,275,165.1935,255.5161,143.3548,233.3,101.3333
"293","Franklin",1998,4.56,"Low",80.7,828,2319.5,483,1782.5,626.5,243.4194,109.516129,240.2667,133.5333,284.3871,162.871,271.2258,165.9355,269.0333,116.7
"294","Franklin",1999,12.28,"Low",80.7,2079,1215,1703.5,549.5,214,208.4839,97.35483871,253.9667,139.1,304.0645,184.1613,263.6774,148.7419,236.8333,77.96667
"295","Franklin",2000,2.81,"Low",80.7,1010,2146.5,1180.5,596,353,230.7742,94.4516129,251.6667,130.9,278.6452,165.4516,276.0645,153.5161,255.1333,95.5
"296","Franklin",2001,3.37,"High",80.7,2036.5,1041,1596.5,566.5,792,209.7419,98.41935484,258,140.1,289.6452,175.5484,277.6452,160.4194,222.4,84.03333
"297","Franklin",2002,-1.54,"High",80.7,857.5,751,1428,2134,959.5,203.5806,58.93548387,278.6667,156.3,304.0645,181.5484,271.6667,145.9667,252.5862,104.5862
"298","Franklin",2003,0.79,"High",80.7,1051,1069,1528,307,491.5,204.1935,72.41935484,259.7586,129.6207,282.6,160.1333,299.4839,160.2258,231.7931,83.10345
"299","Franklin",2004,6.5,"Very High",80.7,2035,723,883,1167.5,528,208.0645,82.96774194,255.8214,132.1786,264.3548,149.8387,246.4333,119.3,260,112.2667
"300","Fremont",1996,5.44,"Low",71.7,2907.5,1172.5,1377,907,833,199.0645,103.2580645,277.4333,162.0667,279.5161,174.9355,276.2903,171.3871,231.4,111.0333
"301","Fremont",1997,0.06,"Low",71.7,1084,1303.5,886.5,532.5,1131,201.2258,73.22580645,290.7,161.5,306.7097,184.4194,286.9677,166.0645,261.5,134.4
"302","Fremont",1999,9.1,"Low",71.7,1657.5,1616,823,630.5,473.5,219.7857,105.75,256.4667,162.9667,308.6774,206.0645,279.5484,168.6452,246.9,109.2
"303","Fremont",2000,-1.82,"Low",71.7,425.5,1183,1789,508,305.5,256.2903,123.0322581,277.8333,152.8667,283.7742,188.0323,301.2581,194,278.9667,126.3
